label,x0_h0,y0_h0,z0_h0,x1_h0,y1_h0,z1_h0,x2_h0,y2_h0,z2_h0,x3_h0,y3_h0,z3_h0,x4_h0,y4_h0,z4_h0,x5_h0,y5_h0,z5_h0,x6_h0,y6_h0,z6_h0,x7_h0,y7_h0,z7_h0,x8_h0,y8_h0,z8_h0,x9_h0,y9_h0,z9_h0,x10_h0,y10_h0,z10_h0,x11_h0,y11_h0,z11_h0,x12_h0,y12_h0,z12_h0,x13_h0,y13_h0,z13_h0,x14_h0,y14_h0,z14_h0,x15_h0,y15_h0,z15_h0,x16_h0,y16_h0,z16_h0,x17_h0,y17_h0,z17_h0,x18_h0,y18_h0,z18_h0,x19_h0,y19_h0,z19_h0,x20_h0,y20_h0,z20_h0,x0_h1,y0_h1,z0_h1,x1_h1,y1_h1,z1_h1,x2_h1,y2_h1,z2_h1,x3_h1,y3_h1,z3_h1,x4_h1,y4_h1,z4_h1,x5_h1,y5_h1,z5_h1,x6_h1,y6_h1,z6_h1,x7_h1,y7_h1,z7_h1,x8_h1,y8_h1,z8_h1,x9_h1,y9_h1,z9_h1,x10_h1,y10_h1,z10_h1,x11_h1,y11_h1,z11_h1,x12_h1,y12_h1,z12_h1,x13_h1,y13_h1,z13_h1,x14_h1,y14_h1,z14_h1,x15_h1,y15_h1,z15_h1,x16_h1,y16_h1,z16_h1,x17_h1,y17_h1,z17_h1,x18_h1,y18_h1,z18_h1,x19_h1,y19_h1,z19_h1,x20_h1,y20_h1,z20_h1
point,0.6725999116897583,0.6155959963798523,0.564543604850769,0.5490446090698242,0.5692114233970642,0.6336040496826172,0.6205160617828369,0.6062940359115601,0.6074818968772888,0.7002044916152954,0.6721477508544922,0.6235151290893555,0.6227788329124451,0.758813738822937,0.7236810326576233,0.6688341498374939,0.6671103239059448,0.8079205751419067,0.7720966935157776,0.7163890600204468,0.7032796144485474,0.9447097778320312,0.893143355846405,0.786779522895813,0.6982688903808594,0.6341433525085449,0.5955969095230103,0.4712410271167755,0.38622862100601196,0.31563234329223633,0.6154933571815491,0.5329526662826538,0.6417786478996277,0.684768557548523,0.6671766042709351,0.6323597431182861,0.7271817326545715,0.7547483444213867,0.7418107390403748,0.7204006910324097,0.7818483114242554,0.8075251579284668,-2.8803395935028675e-07,-0.04653126746416092,-0.07793975621461868,-0.10940251499414444,-0.13786619901657104,-0.040717676281929016,-0.09196632355451584,-0.1199234127998352,-0.13916686177253723,-0.0479738712310791,-0.11498889327049255,-0.12015946209430695,-0.10641705989837646,-0.06401718407869339,-0.13103091716766357,-0.11088031530380249,-0.08004070073366165,-0.08529727160930634,-0.1299109309911728,-0.11648798733949661,-0.09565684199333191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
